Codigo,DataVenda,CodFilial,CodCliente,NomeCliente,CidadeCliente,EstadoCliente,CodProduto,DescricaoProdutos,CodVendedor,NomeVendedor,ValorBruto,ValorLiquido,Desconto,Variação
567,2025-04-10 19:25:50,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,985214,REFRIGERADOR TS4,1616,Lucas Cardoso,1705.22,1432.38,272.8352,0.16
568,2025-07-13 21:26:43,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,985214,REFRIGERADOR TS4,1616,Lucas Cardoso,10724.16,9008.29,1715.8656,0.16
569,2025-08-03 01:34:05,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,123456,CARRO TRANSPORTE,1616,Lucas Cardoso,9268.44,7785.49,1482.9504,0.16
570,2025-05-15 05:22:25,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,741852,GAVETA QUADRO,4748,Thiago Nascimento,9957.27,8364.11,1593.1632,0.16
571,2024-10-24 13:37:56,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,852963,MANOPLA TW12,3256,Letícia Moreira,84572.12,71040.58,13531.5392,0.16
572,2025-01-17 20:07:31,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,963852,MANOPLA TW24,2425,Bruno Rodrigues,20570.64,17279.34,3291.3024,0.16
573,2024-10-22 05:31:22,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,852741,MANOPLA ZW64,1010,Maria Santos,4251.81,3571.52,680.2896,0.16
574,2025-07-19 04:26:14,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,963741,MANOPLA ZW90,1616,Lucas Cardoso,7110.49,5972.81,1137.6784,0.16
575,2025-04-19 20:14:03,30,3089,VITAL SYSTEMS ,Salvador,BA,789456,EIXO 12X48,7539,Rafael Pereira,4217.51,3542.71,674.8016,0.16
576,2025-04-16 16:17:36,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,123798,EIXO 24X48,2369,Mariana Dias,12601.10,10584.92,2016.176,0.16
577,2024-10-02 07:20:10,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,147258,EIXO 36X48,4748,Thiago Nascimento,9269.71,7786.56,1483.1536,0.16
578,2024-10-29 08:30:13,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,258369,EIXO 48X48,5859,Carlos Souza,3673.98,3086.14,587.8368,0.16
579,2024-09-23 18:00:04,36,3688,GL REPRESENTACOES,Vitória,ES,951236,PORTA PALETE ,1516,Beatriz Gomes,4946.54,4155.09,791.4464,0.16
580,2024-10-12 23:13:05,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,325874,SUPORTE PORTA,1478,Ricardo Almeida,3419.25,2872.17,547.08,0.16
581,2025-05-01 20:14:14,36,3688,GL REPRESENTACOES,Vitória,ES,753698,PALETE PEQUENO,7531,Pedro Costa,17995.11,15115.89,2879.2176,0.16
582,2025-08-02 21:19:13,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,357412,PALETE MEDIO,8521,Tatiana Lopes,20180.63,16951.73,3228.9008,0.16
583,2025-02-14 01:13:49,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,357896,PALETE GRANDE,1254,Larissa Barbosa,11943.96,10032.93,1911.0336,0.16
584,2024-08-26 19:40:12,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,985214,REFRIGERADOR TS4,4748,Thiago Nascimento,5452.10,4579.76,872.336,0.16
585,2024-10-21 17:19:07,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,985214,REFRIGERADOR TS4,1010,Maria Santos,4437.89,3727.83,710.0624,0.16
586,2025-04-26 13:48:56,21,2189,ANDREY PAIXAO SILVA,Recife,PE,123456,CARRO TRANSPORTE,4567,Camila Martins,8801.52,7393.28,1408.2432,0.16
587,2024-08-26 12:27:48,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,741852,GAVETA QUADRO,4879,Vanessa Correia,5562.29,4672.32,889.9664,0.16
588,2024-08-15 23:34:57,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,852963,MANOPLA TW12,5514,Priscila Campos,9145.41,7682.14,1463.2656,0.16
589,2024-12-09 13:32:53,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,963852,MANOPLA TW24,2425,Bruno Rodrigues,2979.73,2502.97,476.7568,0.16
590,2024-11-25 02:09:14,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,852741,MANOPLA ZW64,6568,Leandro Pinto,5273.56,4429.79,843.7696,0.16
591,2024-09-09 01:23:20,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,963741,MANOPLA ZW90,1241,Gabriela Rocha,24465.36,20550.90,3914.4576,0.16
592,2025-07-02 03:16:57,30,3089,VITAL SYSTEMS ,Salvador,BA,789456,EIXO 12X48,1254,Larissa Barbosa,7201.34,6049.13,1152.2144,0.16
593,2024-12-23 07:22:26,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,123798,EIXO 24X48,1596,Mateus Carvalho,4421.32,3713.91,707.4112,0.16
594,2025-01-30 01:08:44,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,147258,EIXO 36X48,1254,Larissa Barbosa,14017.30,11774.53,2242.768,0.16
595,2025-05-10 04:39:54,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,258369,EIXO 48X48,2369,Mariana Dias,4796.62,4029.16,767.4592,0.16
596,2025-04-04 04:33:55,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,951236,PORTA PALETE ,2425,Bruno Rodrigues,20544.47,17257.35,3287.1152,0.16
597,2024-12-16 06:32:15,36,3688,GL REPRESENTACOES,Vitória,ES,325874,SUPORTE PORTA,1478,Ricardo Almeida,3193.62,2682.64,510.9792,0.16
598,2025-02-19 23:43:53,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,753698,PALETE PEQUENO,1241,Gabriela Rocha,4136.42,3474.59,661.8272,0.16
599,2025-06-12 18:30:20,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,357412,PALETE MEDIO,1241,Gabriela Rocha,20217.74,16982.90,3234.8384,0.16
600,2025-06-19 05:17:41,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,357896,PALETE GRANDE,8745,João Silva,4481.31,3764.30,717.0096,0.16
601,2025-04-19 23:13:18,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,985214,REFRIGERADOR TS4,1596,Mateus Carvalho,16590.22,13935.78,2654.4352,0.16
602,2024-10-02 01:57:44,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,985214,REFRIGERADOR TS4,9856,Juliana Ferreira,4999.81,4199.84,799.9696,0.16
603,2025-04-08 01:49:15,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,123456,CARRO TRANSPORTE,4748,Thiago Nascimento,12051.11,10122.93,1928.1776,0.16
604,2025-06-25 17:41:16,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,741852,GAVETA QUADRO,6454,Gustavo Ribeiro,9756.55,8195.50,1561.048,0.16
605,2025-03-10 05:43:58,21,2189,ANDREY PAIXAO SILVA,Recife,PE,852963,MANOPLA TW12,1596,Mateus Carvalho,9270.49,7787.21,1483.2784,0.16
606,2024-12-29 04:18:39,27,2787,TATIANE FLORES,Brasília,DF,963852,MANOPLA TW24,5859,Carlos Souza,10868.37,9129.43,1738.9392,0.16
607,2025-06-08 18:45:53,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,852741,MANOPLA ZW64,9897,Felipe Araújo,19742.75,16583.91,3158.84,0.16
608,2024-10-08 13:26:24,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,963741,MANOPLA ZW90,1478,Ricardo Almeida,5928.94,4980.31,948.6304,0.16
609,2025-07-16 12:39:38,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,789456,EIXO 12X48,3256,Letícia Moreira,2933.37,2464.03,469.3392,0.16
610,2025-03-19 14:53:41,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,123798,EIXO 24X48,5859,Carlos Souza,16928.28,14219.76,2708.5248,0.16
611,2025-06-14 00:29:58,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,147258,EIXO 36X48,2425,Bruno Rodrigues,11448.56,9616.79,1831.7696,0.16
612,2025-03-08 11:17:33,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,258369,EIXO 48X48,1616,Lucas Cardoso,9167.15,7700.41,1466.744,0.16
613,2025-05-19 09:00:59,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,951236,PORTA PALETE ,1616,Lucas Cardoso,4495.59,3776.30,719.2944,0.16
614,2024-10-13 20:39:23,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,325874,SUPORTE PORTA,1616,Lucas Cardoso,4009.34,3367.85,641.4944,0.16
615,2025-04-27 17:53:12,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,753698,PALETE PEQUENO,4748,Thiago Nascimento,18894.00,15870.96,3023.04,0.16
616,2024-09-20 06:34:41,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,357412,PALETE MEDIO,3256,Letícia Moreira,5381.95,4520.84,861.112,0.16
617,2025-08-13 06:17:15,27,2787,TATIANE FLORES,Brasília,DF,357896,PALETE GRANDE,2425,Bruno Rodrigues,7800.39,6552.33,1248.0624,0.16
618,2024-11-29 11:16:02,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,985214,REFRIGERADOR TS4,1010,Maria Santos,15404.57,12939.84,2464.7312,0.16
619,2024-11-08 16:27:45,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,985214,REFRIGERADOR TS4,1616,Lucas Cardoso,5410.82,4545.09,865.7312,0.16
620,2025-08-13 09:17:52,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,123456,CARRO TRANSPORTE,7539,Rafael Pereira,18760.55,15758.86,3001.688,0.16
621,2025-03-12 20:44:27,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,741852,GAVETA QUADRO,2369,Mariana Dias,3755.52,3154.64,600.8832,0.16
622,2024-08-22 10:11:12,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,852963,MANOPLA TW12,4748,Thiago Nascimento,11815.17,9924.74,1890.4272,0.16
623,2024-11-28 16:58:05,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,963852,MANOPLA TW24,5859,Carlos Souza,4174.51,3506.59,667.9216,0.16
624,2025-03-28 21:00:05,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,852741,MANOPLA ZW64,1516,Beatriz Gomes,23861.15,20043.37,3817.784,0.16
625,2024-08-29 07:41:47,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,963741,MANOPLA ZW90,1478,Ricardo Almeida,7899.62,6635.68,1263.9392,0.16
626,2025-07-28 19:56:55,21,2189,ANDREY PAIXAO SILVA,Recife,PE,789456,EIXO 12X48,7531,Pedro Costa,5185.49,4355.81,829.6784,0.16
627,2025-06-15 04:28:14,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,123798,EIXO 24X48,8521,Tatiana Lopes,2213.36,1859.22,354.1376,0.16
628,2025-05-01 16:20:26,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,147258,EIXO 36X48,1254,Larissa Barbosa,1831.58,1538.53,293.0528,0.16
629,2025-04-07 14:44:55,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,258369,EIXO 48X48,4748,Thiago Nascimento,3704.23,3111.55,592.6768,0.16
630,2025-01-06 10:20:29,16,1698,LAB. MEDICO DR. MARICONDI LTDA,Rio Branco,AC,951236,PORTA PALETE ,1010,Maria Santos,7064.33,5934.04,1130.2928,0.16
631,2024-09-10 15:38:20,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,325874,SUPORTE PORTA,4567,Camila Martins,2769.00,2325.96,443.04,0.16
632,2025-06-07 08:45:30,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,753698,PALETE PEQUENO,4879,Vanessa Correia,5913.83,4967.62,946.2128,0.16
633,2025-03-22 05:30:45,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,357412,PALETE MEDIO,5514,Priscila Campos,13476.42,11320.19,2156.2272,0.16
634,2025-07-21 22:53:24,30,3089,VITAL SYSTEMS ,Salvador,BA,357896,PALETE GRANDE,2425,Bruno Rodrigues,4911.82,4125.93,785.8912,0.16
635,2024-11-18 12:37:37,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,985214,REFRIGERADOR TS4,6568,Leandro Pinto,23138.08,19435.99,3702.0928,0.16
636,2024-12-23 05:21:10,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,985214,REFRIGERADOR TS4,1241,Gabriela Rocha,5962.71,5008.68,954.0336,0.16
637,2025-07-28 22:26:03,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,123456,CARRO TRANSPORTE,1254,Larissa Barbosa,14686.53,12336.69,2349.8448,0.16
638,2025-02-11 09:56:47,31,3188,ADDLIFE DIAGNOSTICOS LTDA,Belém,PA,741852,GAVETA QUADRO,1596,Mateus Carvalho,6778.94,5694.31,1084.6304,0.16
639,2025-08-13 09:22:06,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,852963,MANOPLA TW12,1254,Larissa Barbosa,17432.36,14643.18,2789.1776,0.16
640,2024-12-27 20:00:33,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,963852,MANOPLA TW24,2369,Mariana Dias,11643.07,9780.18,1862.8912,0.16
641,2025-04-26 19:43:20,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,852741,MANOPLA ZW64,2425,Bruno Rodrigues,12982.29,10905.12,2077.1664,0.16
642,2025-02-11 11:25:47,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,963741,MANOPLA ZW90,1478,Ricardo Almeida,10095.68,8480.37,1615.3088,0.16
643,2025-03-10 23:23:48,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,789456,EIXO 12X48,1241,Gabriela Rocha,4666.62,3919.96,746.6592,0.16
644,2025-02-24 09:45:04,36,3688,GL REPRESENTACOES,Vitória,ES,123798,EIXO 24X48,1241,Gabriela Rocha,9269.71,7786.56,1483.1536,0.16
645,2025-07-10 19:08:12,36,3688,GL REPRESENTACOES,Vitória,ES,147258,EIXO 36X48,8745,João Silva,6461.86,5427.96,1033.8976,0.16
646,2025-04-09 10:30:31,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,258369,EIXO 48X48,1596,Mateus Carvalho,4038.92,3392.69,646.2272,0.16
646,2025-04-09 10:30:31,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,258369,EIXO 48X48,1596,Mateus Carvalho,4038.92,3392.69,646.2272,0.16
647,2025-06-17 01:19:34,17,1789,ANIMA CENTRO HOSPITALAR LTDA,Campo Grande,MS,951236,PORTA PALETE ,9856,Juliana Ferreira,5452.10,4579.76,872.336,0.16
648,2025-03-24 00:04:21,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,325874,SUPORTE PORTA,4748,Thiago Nascimento,8329.76,6997.00,1332.7616,0.16
649,2024-09-30 09:07:05,12,1254,EXLAB - LABORATORIO DE ANALISES CLINICAS LTDA,Goiânia,GO,753698,PALETE PEQUENO,6454,Gustavo Ribeiro,13240.15,11121.73,2118.424,0.16
650,2024-11-21 13:25:03,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,357412,PALETE MEDIO,1596,Mateus Carvalho,12082.83,10149.58,1933.2528,0.16
651,2025-06-02 03:57:33,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,357896,PALETE GRANDE,5859,Carlos Souza,2670.34,2243.09,427.2544,0.16
652,2024-11-10 17:06:26,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,985214,REFRIGERADOR TS4,9897,Felipe Araújo,16021.78,13458.30,2563.4848,0.16
653,2024-10-01 13:54:16,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,985214,REFRIGERADOR TS4,1478,Ricardo Almeida,4198.47,3526.71,671.7552,0.16
654,2025-01-10 04:11:47,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,123456,CARRO TRANSPORTE,3256,Letícia Moreira,8863.22,7445.10,1418.1152,0.16
655,2024-11-30 13:48:05,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,741852,GAVETA QUADRO,5859,Carlos Souza,2812.94,2362.87,450.0704,0.16
656,2024-09-02 03:43:07,10,1010,ASSOC. DAS PIONEIRAS SOCIAIS,São Paulo,SP,852963,MANOPLA TW12,2425,Bruno Rodrigues,8614.71,7236.36,1378.3536,0.16
657,2025-05-16 23:48:35,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,963852,MANOPLA TW24,1616,Lucas Cardoso,3193.62,2682.64,510.9792,0.16
658,2024-10-13 21:27:29,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,852741,MANOPLA ZW64,1616,Lucas Cardoso,8576.27,7204.07,1372.2032,0.16
659,2024-10-05 00:33:21,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,963741,MANOPLA ZW90,1616,Lucas Cardoso,9480.23,7963.39,1516.8368,0.16
660,2025-06-02 10:59:12,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,789456,EIXO 12X48,4748,Thiago Nascimento,5082.99,4269.71,813.2784,0.16
661,2024-10-30 18:28:23,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,123798,EIXO 24X48,3256,Letícia Moreira,8316.92,6986.21,1330.7072,0.16
662,2025-04-12 13:47:09,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,147258,EIXO 36X48,2425,Bruno Rodrigues,4735.49,3977.81,757.6784,0.16
663,2025-03-09 12:41:54,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,258369,EIXO 48X48,1010,Maria Santos,3002.82,2522.37,480.4512,0.16
664,2025-06-17 02:29:34,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,951236,PORTA PALETE ,1616,Lucas Cardoso,5587.61,4693.59,894.0176,0.16
665,2025-01-21 03:57:44,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,325874,SUPORTE PORTA,7539,Rafael Pereira,2534.71,2129.16,405.5536,0.16
666,2024-12-14 15:16:16,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,753698,PALETE PEQUENO,2369,Mariana Dias,16590.22,13935.78,2654.4352,0.16
667,2024-12-19 08:08:39,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,357412,PALETE MEDIO,4748,Thiago Nascimento,3016.33,2533.72,482.6128,0.16
668,2025-04-02 14:00:38,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,357896,PALETE GRANDE,5859,Carlos Souza,8416.87,7070.17,1346.6992,0.16
669,2025-04-13 14:15:03,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,985214,REFRIGERADOR TS4,1516,Beatriz Gomes,24129.99,20269.19,3860.7984,0.16
670,2025-06-23 06:07:40,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,985214,REFRIGERADOR TS4,1478,Ricardo Almeida,7487.98,6289.90,1198.0768,0.16
671,2025-07-29 23:48:18,14,1488,SYNVIA LABORATÓRIOS E TOXICOLOGIA LTDA,Boa Vista,RR,123456,CARRO TRANSPORTE,7531,Pedro Costa,10622.21,8922.66,1699.5536,0.16
672,2025-01-21 06:30:38,33,3388,MUNICIPIO DE CUIABA,Cuiabá,MT,741852,GAVETA QUADRO,8521,Tatiana Lopes,16860.69,14162.98,2697.7104,0.16
673,2025-08-06 12:06:22,11,1155,HEMOCLIN CLINICA HEMATOLOGICA LTDA,Florianópolis,SC,852963,MANOPLA TW12,1254,Larissa Barbosa,9609.15,8071.69,1537.464,0.16
674,2025-06-29 16:38:25,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,963852,MANOPLA TW24,4748,Thiago Nascimento,5874.24,4934.36,939.8784,0.16
675,2025-02-02 01:41:55,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,852741,MANOPLA ZW64,1010,Maria Santos,17409.18,14623.71,2785.4688,0.16
676,2025-02-28 18:11:31,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,963741,MANOPLA ZW90,4567,Camila Martins,21072.71,17701.08,3371.6336,0.16
677,2025-03-24 22:20:40,19,1958,LAB. PASTEUR LTDA,Rio de Janeiro,RJ,789456,EIXO 12X48,4879,Vanessa Correia,18757.30,15756.13,3001.168,0.16
678,2025-02-02 10:33:18,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,123798,EIXO 24X48,5514,Priscila Campos,7234.83,6077.26,1157.5728,0.16
679,2025-03-19 14:38:42,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,147258,EIXO 36X48,2425,Bruno Rodrigues,4700.87,3948.73,752.1392,0.16
680,2024-09-04 09:25:37,26,2688,ZOOGENE LAB. ANIMAL LTDA,Curitiba,PR,258369,EIXO 48X48,6568,Leandro Pinto,11489.65,9651.31,1838.344,0.16
681,2025-06-18 19:05:29,25,2589,HOREBE DIAGNOSTICA PROTUTOS LABORATORIAIS LTDA,Aracaju,SE,951236,PORTA PALETE ,1241,Gabriela Rocha,5284.28,4438.80,845.4848,0.16
682,2025-03-02 11:55:39,23,2388,DIAFARMA PROD. P/LABORATORIOS LTDA,Fortaleza,CE,325874,SUPORTE PORTA,1254,Larissa Barbosa,2631.29,2210.28,421.0064,0.16
683,2025-06-10 21:53:11,36,3688,GL REPRESENTACOES,Vitória,ES,753698,PALETE PEQUENO,1596,Mateus Carvalho,20730.71,17413.80,3316.9136,0.16
684,2024-11-22 12:57:30,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,357412,PALETE MEDIO,1254,Larissa Barbosa,2376.72,2043.98,332.7408,0.14
685,2024-08-17 21:28:52,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,357896,PALETE GRANDE,2369,Mariana Dias,5708.74,4909.52,799.2236,0.14
686,2025-03-24 13:34:41,21,2189,ANDREY PAIXAO SILVA,Recife,PE,985214,REFRIGERADOR TS4,2425,Bruno Rodrigues,7399.77,6363.80,1035.9678,0.14
687,2025-01-16 17:22:09,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,985214,REFRIGERADOR TS4,1478,Ricardo Almeida,10053.01,8645.59,1407.4214,0.14
688,2025-06-04 16:32:27,15,1599,HEMOLAB LAB. HEMAT. ANAL. CLINICAS,Macapá,AP,123456,CARRO TRANSPORTE,1241,Gabriela Rocha,5928.94,5098.89,830.0516,0.14
689,2025-03-13 15:16:29,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,741852,GAVETA QUADRO,1241,Gabriela Rocha,1608.96,1383.71,225.2544,0.14
690,2025-07-01 10:22:16,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,852963,MANOPLA TW12,8745,João Silva,3624.21,3116.82,507.3894,0.14
691,2025-04-18 13:02:16,21,2189,ANDREY PAIXAO SILVA,Recife,PE,963852,MANOPLA TW24,1596,Mateus Carvalho,7064.33,6075.32,989.0062,0.14
692,2025-07-12 06:05:37,35,3598,BIOVALENT PRODUTOS E EQUIP. LABORATORIAIS LTDA ME,Manaus,AM,852741,MANOPLA ZW64,9856,Juliana Ferreira,12079.35,10388.24,1691.109,0.14
693,2025-03-12 06:59:56,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,963741,MANOPLA ZW90,4748,Thiago Nascimento,14098.08,12124.35,1973.7312,0.14
694,2025-03-12 09:04:32,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,789456,EIXO 12X48,6454,Gustavo Ribeiro,10484.73,9016.87,1467.8622,0.14
695,2025-05-25 18:49:49,10,1012,LAB. DE ANALISES CLINICAS LORENA LTDA ME,Campinas,SP,123798,EIXO 24X48,1596,Mateus Carvalho,10385.98,8931.94,1454.0372,0.14
696,2025-08-11 12:26:16,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,147258,EIXO 36X48,5859,Carlos Souza,10247.56,8812.90,1434.6584,0.14
697,2025-07-15 03:47:46,29,2989,LBX PRODUTOS PARA LAB. LTDA,Maceió,AL,258369,EIXO 48X48,9897,Felipe Araújo,5654.95,4863.26,791.693,0.14
698,2025-04-04 13:53:58,18,1887,LABORCENTER FRANCAII,João Pessoa,PB,951236,PORTA PALETE ,1478,Ricardo Almeida,23800.91,20468.78,3332.1274,0.14
699,2024-12-05 05:58:14,32,3287,VITALLIS DIAGNOSTICA LTDA,Belo Horizonte,MG,325874,SUPORTE PORTA,3256,Letícia Moreira,9243.56,7949.46,1294.0984,0.14
700,2025-05-04 05:24:51,28,2888,LUIZ BATISTA EIRELI,Porto Velho,RO,753698,PALETE PEQUENO,5859,Carlos Souza,10536.32,9061.24,1475.0848,0.14
701,2024-12-13 23:32:45,20,2098,QUIBASA - QUIMICA BASICA LTDA,Palmas,TO,357412,PALETE MEDIO,2425,Bruno Rodrigues,2027.27,1743.45,283.8178,0.14
702,2025-03-10 22:03:44,30,3089,VITAL SYSTEMS ,Salvador,BA,357896,PALETE GRANDE,1616,Lucas Cardoso,18533.27,15938.61,2594.6578,0.14
703,2025-05-24 08:10:02,13,1315,LEMOS LAB. DE ANALISES CLINICAS S/S LTDA,Natal,RN,985214,REFRIGERADOR TS4,1616,Lucas Cardoso,8175.68,7031.08,1144.5952,0.14
704,2025-02-05 04:37:42,24,2488,A&C LABOR ASSIST. TECNICA HOSPITALAR LTDA ME,Teresina,PI,985214,REFRIGERADOR TS4,1616,Lucas Cardoso,22939.54,19728.00,3211.5356,0.14
705,2024-11-29 14:00:30,34,3488,MASTER DIAGNOSTICA PROD.LAB. E HOSP. LTDA,São Luís,MA,123456,CARRO TRANSPORTE,4748,Thiago Nascimento,4384.95,3771.06,613.893,0.14
706,2024-12-27 07:13:01,22,2288,BRUNA CUTAIT ME,Porto Alegre,RS,741852,GAVETA QUADRO,3256,Letícia Moreira,5201.54,4473.32,728.2156,0.14
